amount,is_international,hour,is_night,high_amount_flag,category_code,device_type_code,channel_code,entry_mode_code,country_code,is_fraud
1613.06,0,5,1,0,4,0,0,3,0,0
1609.78,1,2,1,0,5,0,0,2,1,0
1159.25,0,6,1,0,4,0,0,0,0,0
1625.42,1,10,0,0,0,0,0,2,2,0
1683.37,0,20,0,0,5,0,1,2,0,0
1162.97,0,2,1,0,4,1,0,2,0,0
1810.96,1,18,0,0,4,0,0,1,4,0
2510.02,0,12,0,0,1,0,0,3,0,0
1525.05,1,10,0,0,2,1,0,4,3,0
10.0,1,2,1,0,4,1,0,1,2,0
1262.28,0,16,0,0,4,1,1,3,0,0
977.64,1,8,0,0,3,0,0,4,1,0
2627.66,1,14,0,0,1,2,0,3,1,0
796.11,0,15,0,0,0,0,1,2,0,0
605.34,1,16,0,0,3,0,0,1,3,0
1450.85,1,5,1,0,4,0,0,4,4,0
715.05,0,2,1,0,3,0,0,3,0,0
1053.77,0,23,1,0,4,1,0,2,0,0
622.5,0,12,0,0,0,1,0,2,0,0
1776.22,0,16,0,0,4,2,0,2,0,0
1589.49,1,14,0,0,3,0,1,4,2,0
1014.02,0,1,1,0,0,0,1,1,0,0
1529.93,0,7,0,0,4,0,1,3,0,0
583.47,1,22,0,0,4,1,0,4,2,0
237.19,0,1,1,0,0,1,0,0,0,0
1642.54,0,11,0,0,1,0,1,1,0,0
1410.45,0,23,1,0,5,0,0,2,0,0
2212.25,0,1,1,0,5,1,0,4,0,0
393.93,1,5,1,0,2,1,0,4,2,0
1824.56,1,10,0,0,3,1,1,4,4,0
1255.13,0,23,1,0,2,1,0,1,0,0
2120.61,0,23,1,0,3,1,0,0,0,0
725.69,0,1,1,0,0,2,1,0,0,0
1060.56,1,12,0,0,0,0,0,1,1,0
1914.82,0,9,0,0,4,1,0,2,0,0
1836.3,0,23,1,0,0,0,0,1,0,0
299.37,1,21,0,0,0,2,1,0,4,0
957.93,0,3,1,0,0,0,0,2,0,0
465.74,1,18,0,0,1,1,0,2,2,0
1366.5,1,1,1,0,3,0,0,3,3,0
786.44,0,2,1,0,2,0,0,1,0,0
2719.43,0,6,1,0,3,0,1,4,0,0
1308.19,1,17,0,0,5,1,0,1,4,0
907.73,1,16,0,0,0,0,0,1,4,0
1555.02,1,16,0,0,5,0,1,2,4,0
1218.05,0,13,0,0,1,1,0,0,0,0
1216.46,1,4,1,0,0,0,0,2,1,0
1337.3,1,14,0,0,3,0,0,3,2,0
499.97,1,18,0,0,3,0,0,3,2,0
2211.88,1,11,0,0,3,0,0,4,1,0
1144.46,0,20,0,0,1,0,0,1,0,0
1212.84,1,5,1,0,5,0,1,2,2,0
2656.72,0,22,0,0,4,1,0,2,0,0
1734.81,1,3,1,0,4,0,0,2,3,0
1578.99,0,0,1,0,4,0,1,2,0,0
1739.8,0,21,0,0,0,0,0,1,0,0
521.62,0,12,0,0,3,0,1,3,0,0
1166.65,0,11,0,0,1,0,0,2,0,0
2576.93,1,11,0,0,4,0,1,4,4,0
542.81,0,15,0,0,3,0,1,4,0,0
798.75,0,18,0,0,3,2,1,0,0,0
977.47,0,21,0,0,1,0,1,4,0,0
1080.78,0,22,0,0,3,2,0,3,0,0
1830.96,0,16,0,0,0,1,0,4,0,0
1566.21,0,0,1,0,2,0,0,1,0,0
1578.57,1,5,1,0,3,0,0,2,4,0
878.07,0,9,0,0,5,0,0,3,0,0
10.0,0,11,0,0,3,1,1,3,0,0
1702.92,0,0,1,0,0,0,0,2,0,0
1666.85,0,17,0,0,4,0,0,1,0,0
1322.08,1,22,0,0,3,1,0,2,4,0
1372.76,0,6,1,0,2,2,1,1,0,0
254.87,0,19,0,0,5,0,1,1,0,0
1987.35,1,23,1,0,5,1,0,1,3,0
1701.33,1,17,0,0,0,1,0,0,2,0
2174.84,0,14,0,0,4,0,0,0,0,0
1363.41,0,22,0,0,5,0,0,1,0,0
2124.33,0,7,0,0,1,2,0,0,0,0
3384.1,0,6,1,0,1,0,1,4,0,0
1357.15,0,12,0,0,4,1,0,4,0,0
1122.86,0,16,0,0,5,0,0,4,0,0
1602.37,1,3,1,0,4,0,1,3,4,0
1949.0,0,13,0,0,1,2,0,2,0,0
1856.93,1,23,1,0,4,2,0,2,4,0
1809.44,1,17,0,0,2,0,0,0,4,1
2163.49,1,1,1,0,3,1,0,1,1,0
1871.73,1,9,0,0,5,0,0,3,3,0
2092.18,0,4,1,0,2,0,0,4,0,0
524.7,1,2,1,0,0,1,0,3,2,0
2175.62,0,11,0,0,0,1,0,1,0,0
1805.76,1,5,1,0,1,2,0,2,3,0
1367.22,0,3,1,0,2,1,0,1,0,0
1191.52,0,21,0,0,3,0,0,0,0,0
635.85,0,8,0,0,0,0,0,2,0,0
1278.36,1,16,0,0,5,0,0,4,4,0
1912.09,0,22,0,0,0,0,1,4,0,0
2226.48,0,13,0,0,2,0,1,0,0,0
2015.52,0,8,0,0,0,0,0,1,0,0
3248.47,0,5,1,0,0,2,0,0,0,0
2367.41,0,22,0,0,4,0,0,2,0,0
506.33,1,4,1,0,3,1,1,3,3,0
664.85,1,16,0,0,4,1,0,2,4,0
1584.99,1,5,1,0,3,1,1,4,4,0
2191.98,1,12,0,0,0,0,0,4,2,0
4547.47,0,0,1,0,0,0,0,1,0,1
337.39,0,19,0,0,4,0,1,0,0,0
1144.82,0,16,0,0,1,2,0,1,0,0
1116.8,0,20,0,0,4,0,1,3,0,0
1738.24,1,19,0,0,5,0,1,1,4,0
2113.78,0,22,0,0,0,0,0,4,0,0
2565.34,1,8,0,0,0,1,1,3,2,0
1585.29,1,20,0,0,3,2,0,2,2,0
1165.68,0,0,1,0,1,1,1,2,0,0
40.19,0,13,0,0,0,1,0,1,0,0
354.82,1,1,1,0,3,0,1,1,1,0
2309.72,1,16,0,0,5,1,0,1,2,0
1712.91,0,1,1,0,1,0,0,2,0,0
1967.23,0,13,0,0,3,1,0,2,0,0
2237.81,1,5,1,0,0,0,0,1,4,0
2950.53,0,6,1,0,1,1,1,2,0,0
2135.64,0,7,0,0,4,2,0,0,0,0
1248.5,1,12,0,0,4,1,0,1,4,0
2184.68,0,0,1,0,1,0,0,4,0,0
398.15,0,15,0,0,4,0,1,1,0,0
1478.42,0,13,0,0,4,0,0,4,0,0
1191.73,0,20,0,0,0,0,0,2,0,0
1573.65,0,22,0,0,3,0,1,4,0,0
1367.18,0,14,0,0,0,0,0,0,0,0
3029.12,0,16,0,0,3,1,0,3,0,0
983.87,0,20,0,0,1,1,1,3,0,0
2015.46,0,8,0,0,2,0,1,0,0,0
1546.22,0,18,0,0,0,0,0,0,0,0
391.34,1,15,0,0,1,0,1,4,4,0
770.01,0,4,1,0,4,0,1,3,0,0
1197.78,1,22,0,0,5,0,0,2,3,0
573.39,1,16,0,0,0,1,0,1,4,0
917.5,0,9,0,0,3,0,0,1,0,0
6724.16,1,9,0,1,3,2,1,2,3,1
298.47,1,2,1,0,0,0,0,1,3,0
743.27,1,21,0,0,0,1,0,3,1,0
614.65,0,21,0,0,1,2,0,0,0,0
1681.11,1,9,0,0,0,0,0,3,3,0
851.61,0,17,0,0,2,0,0,0,0,0
2274.19,0,18,0,0,5,0,0,4,0,0
1862.08,1,16,0,0,5,0,0,0,4,0
706.62,0,4,1,0,4,1,0,1,0,0
1540.33,1,0,1,0,3,0,0,3,3,0
1766.65,0,4,1,0,2,0,1,4,0,0
1152.96,0,1,1,0,0,0,0,1,0,0
3150.39,0,22,0,0,3,1,1,0,0,0
2699.27,1,6,1,0,3,1,1,2,4,0
952.74,0,5,1,0,4,0,0,0,0,0
1224.3,1,17,0,0,3,0,0,4,3,0
2061.97,0,4,1,0,0,0,0,1,0,0
654.84,1,12,0,0,5,1,1,1,4,0
808.46,0,3,1,0,2,0,0,1,0,0
3220.2,0,20,0,0,4,2,1,2,0,0
8423.96,0,18,0,1,1,1,0,0,0,1
1342.07,0,16,0,0,4,0,1,4,0,0
2039.15,0,8,0,0,1,2,0,1,0,0
1261.28,0,19,0,0,1,1,0,0,0,0
2834.66,0,17,0,0,3,1,0,2,0,0
641.06,0,6,1,0,5,2,1,4,0,0
1716.35,0,17,0,0,5,0,0,2,0,0
2125.81,0,20,0,0,0,0,0,1,0,0
2707.15,1,18,0,0,2,1,1,2,4,0
1542.5,0,12,0,0,4,1,0,3,0,0
939.49,0,5,1,0,4,0,1,4,0,0
2202.4,0,4,1,0,5,1,1,0,0,0
2946.02,0,15,0,0,0,1,0,4,0,0
1181.16,0,19,0,0,3,0,0,1,0,0
1114.78,0,10,0,0,4,2,1,0,0,0
1442.8,0,2,1,0,5,1,1,3,0,0
3322.54,0,7,0,0,3,1,1,3,0,0
593.41,1,11,0,0,2,2,1,4,2,0
1481.96,1,1,1,0,3,0,0,0,4,0
1431.03,0,20,0,0,1,0,1,4,0,0
1800.64,1,1,1,0,0,2,1,1,4,0
2469.26,0,10,0,0,3,0,1,4,0,0
1893.79,1,14,0,0,3,0,1,1,2,0
1739.23,0,9,0,0,1,0,0,0,0,0
2215.17,0,21,0,0,4,0,0,1,0,0
1521.53,0,22,0,0,0,0,1,2,0,0
2551.42,1,6,1,0,3,0,0,0,2,0
1263.45,0,18,0,0,5,2,0,3,0,0
1372.87,0,4,1,0,0,2,0,0,0,0
2804.54,0,0,1,0,4,0,0,2,0,0
815.28,1,18,0,0,3,2,0,3,4,0
2458.52,0,22,0,0,4,1,1,0,0,0
1164.43,1,18,0,0,4,1,0,1,2,0
1336.24,1,13,0,0,2,0,0,3,3,0
1816.21,1,8,0,0,4,0,0,3,4,0
892.32,0,17,0,0,1,0,0,4,0,0
1572.12,0,8,0,0,4,0,0,0,0,0
181.67,0,12,0,0,1,0,0,4,0,0
1873.91,0,9,0,0,2,0,1,4,0,0
1912.0,0,16,0,0,5,1,0,2,0,0
2214.58,1,15,0,0,0,0,0,3,1,0
816.7,1,9,0,0,3,0,0,2,4,0
3250.94,0,11,0,0,3,0,1,1,0,0
985.15,0,7,0,0,4,0,1,0,0,0
2044.96,0,12,0,0,0,0,1,3,0,0
2048.69,0,12,0,0,0,0,0,4,0,0
1711.09,1,17,0,0,2,1,0,1,2,0
1352.9,1,11,0,0,1,0,1,1,4,0
549.31,0,22,0,0,1,1,1,2,0,0
1214.13,0,5,1,0,2,0,0,3,0,0
1647.48,0,23,1,0,3,0,0,2,0,0
2050.66,1,1,1,0,3,0,0,3,1,0
1973.3,1,13,0,0,5,0,0,3,3,0
1533.91,0,17,0,0,3,1,0,4,0,0
1724.83,0,12,0,0,4,0,0,0,0,0
616.94,1,23,1,0,0,0,1,4,4,0
771.62,0,0,1,0,0,1,1,1,0,0
1190.97,1,22,0,0,0,0,0,3,2,0
1802.21,0,2,1,0,0,0,0,4,0,0
3313.48,0,9,0,0,5,0,1,1,0,0
1153.88,0,6,1,0,3,0,0,4,0,0
5273.0,1,3,1,1,1,0,0,0,3,1
2130.95,0,7,0,0,3,0,1,2,0,0
1539.49,0,21,0,0,0,1,0,3,0,0
3860.61,1,0,1,0,5,0,0,1,3,1
3539.97,0,7,0,0,1,1,1,3,0,0
739.75,1,17,0,0,0,1,0,0,4,0
2710.09,0,21,0,0,4,1,0,1,0,0
2498.93,0,16,0,0,1,1,0,1,0,0
408.25,0,17,0,0,3,0,0,0,0,0
3167.82,0,21,0,0,0,0,1,4,0,0
583.75,1,15,0,0,0,1,1,0,3,0
1311.32,0,16,0,0,4,0,1,1,0,0
2087.16,1,8,0,0,4,0,0,0,3,0
2192.83,0,1,1,0,4,1,0,1,0,0
1292.99,0,2,1,0,3,1,1,1,0,0
1950.96,0,18,0,0,0,0,0,3,0,0
3692.6,1,19,0,0,3,1,1,0,4,1
1437.48,0,3,1,0,0,0,0,0,0,0
1339.34,1,11,0,0,1,0,0,0,4,0
10.0,1,5,1,0,0,1,0,3,1,0
2437.81,0,8,0,0,0,2,0,0,0,0
2512.94,1,16,0,0,0,0,0,4,1,0
2682.46,0,10,0,0,4,0,1,1,0,0
1139.89,0,6,1,0,4,0,0,2,0,0
1684.64,0,2,1,0,1,2,0,4,0,0
1023.53,0,14,0,0,4,0,0,1,0,0
1935.56,1,2,1,0,3,0,0,3,2,0
1449.0,1,1,1,0,2,0,0,1,2,0
1174.87,0,2,1,0,0,1,0,3,0,0
2300.73,0,16,0,0,3,1,0,1,0,0
2650.64,0,12,0,0,1,1,0,2,0,0
1140.31,1,14,0,0,0,1,0,1,3,0
2154.79,0,14,0,0,0,0,1,0,0,0
996.06,0,14,0,0,4,0,1,2,0,0
2596.61,0,19,0,0,3,2,0,4,0,0
2992.12,0,21,0,0,2,0,0,3,0,0
1164.07,1,10,0,0,5,0,1,3,2,0
943.92,0,4,1,0,0,0,0,4,0,0
1884.68,0,9,0,0,3,0,0,4,0,0
1854.55,0,18,0,0,5,0,0,1,0,0
1713.07,0,17,0,0,4,2,0,0,0,0
1938.86,1,13,0,0,4,1,0,4,2,0
2035.45,1,5,1,0,1,0,0,1,4,0
1122.45,0,12,0,0,3,1,0,1,0,0
2125.04,0,2,1,0,5,0,0,4,0,0
1143.32,0,17,0,0,3,0,1,2,0,0
1200.86,0,11,0,0,2,1,1,2,0,0
925.19,0,4,1,0,1,0,1,1,0,0
1888.26,0,22,0,0,1,1,0,1,0,0
904.31,0,10,0,0,1,0,0,1,0,0
827.91,1,4,1,0,0,1,1,2,2,0
1473.99,0,2,1,0,4,1,0,4,0,0
925.32,1,18,0,0,4,1,1,4,4,0
2190.45,1,6,1,0,0,1,1,1,4,0
1506.13,1,18,0,0,1,0,0,0,2,0
1457.24,0,14,0,0,4,1,0,4,0,0
2465.45,0,19,0,0,1,0,1,1,0,0
3211.59,1,4,1,0,0,1,0,1,2,0
1242.81,0,17,0,0,4,2,0,3,0,0
560.48,0,7,0,0,3,0,0,1,0,0
561.75,0,12,0,0,0,0,0,0,0,0
1818.92,0,19,0,0,2,0,0,0,0,0
1389.88,0,14,0,0,5,0,0,4,0,0
8042.62,0,11,0,1,2,1,0,4,0,1
1476.19,0,4,1,0,0,1,1,4,0,0
185.2,0,20,0,0,1,0,0,1,0,0
1427.14,0,12,0,0,0,2,0,0,0,0
1196.77,0,20,0,0,2,0,1,2,0,0
1422.85,0,13,0,0,0,0,0,4,0,0
2506.65,0,5,1,0,0,0,1,0,0,0
477.28,0,23,1,0,4,0,1,0,0,0
2129.59,0,0,1,0,1,0,0,0,0,0
1264.71,1,4,1,0,2,1,0,2,1,0
407.7,0,6,1,0,0,0,1,2,0,0
1831.49,0,6,1,0,3,1,1,3,0,0
1672.73,0,7,0,0,4,0,1,3,0,0
1501.25,0,15,0,0,3,1,0,0,0,0
1226.75,0,15,0,0,3,2,0,3,0,0
1640.95,0,10,0,0,4,0,0,4,0,0
994.11,0,5,1,0,0,2,1,2,0,0
2022.99,1,6,1,0,0,0,0,4,2,0
1910.58,0,6,1,0,3,0,0,0,0,0
1468.49,1,14,0,0,3,1,1,2,2,0
3091.93,0,17,0,0,4,0,0,2,0,0
2573.63,1,10,0,0,3,0,1,3,2,0
1376.0,0,22,0,0,3,1,0,3,0,0
2033.05,1,20,0,0,5,1,1,3,1,0
489.36,0,22,0,0,2,0,1,2,0,0
1597.29,0,10,0,0,4,0,1,2,0,0
391.62,1,12,0,0,0,0,1,2,3,0
969.6,1,7,0,0,1,1,1,0,3,0
1059.83,0,22,0,0,1,0,0,0,0,0
1234.37,0,11,0,0,1,0,0,1,0,0
713.5,1,6,1,0,1,0,0,1,1,0
2167.24,0,1,1,0,2,1,1,4,0,0
1186.01,0,10,0,0,0,0,0,4,0,0
1518.45,1,9,0,0,4,1,1,2,3,0
2053.56,0,15,0,0,3,0,1,0,0,0
1084.71,1,9,0,0,4,0,0,3,2,0
980.63,1,5,1,0,1,0,0,0,3,0
2183.97,1,22,0,0,4,0,0,2,4,0
1479.17,0,15,0,0,5,0,1,4,0,0
2218.79,0,13,0,0,0,0,0,3,0,0
647.88,0,11,0,0,4,2,0,4,0,0
1505.59,1,19,0,0,4,0,1,2,2,0
1191.19,1,17,0,0,0,1,0,3,3,0
421.67,0,8,0,0,0,2,1,4,0,0
1406.6,0,2,1,0,0,0,0,2,0,0
1738.44,0,5,1,0,0,0,0,2,0,0
1829.8,0,14,0,0,5,0,0,3,0,0
1050.0,1,1,1,0,3,0,1,3,4,0
2362.61,1,16,0,0,1,0,0,3,1,0
993.14,0,11,0,0,3,0,0,0,0,0
1471.03,0,17,0,0,0,0,0,4,0,0
1491.74,0,12,0,0,4,0,1,3,0,0
1402.47,0,12,0,0,4,0,1,1,0,0
1386.32,0,5,1,0,3,0,0,0,0,0
1337.41,0,11,0,0,5,1,0,1,0,0
2082.0,0,21,0,0,4,0,1,4,0,0
147.19,1,14,0,0,2,1,1,4,4,0
1790.67,1,5,1,0,0,0,0,0,2,0
1759.22,0,4,1,0,0,0,0,4,0,0
939.95,0,11,0,0,2,0,0,4,0,0
2148.96,1,14,0,0,0,1,1,3,2,0
10.0,0,3,1,0,2,1,0,4,0,0
1976.0,0,6,1,0,4,1,0,2,0,0
1211.44,0,22,0,0,4,0,0,4,0,0
453.46,1,19,0,0,3,0,0,0,1,0
750.1,1,3,1,0,1,0,0,3,2,0
1219.73,0,18,0,0,0,0,0,1,0,0
2061.92,1,1,1,0,0,1,0,1,1,0
2168.39,0,9,0,0,4,0,0,2,0,0
2034.55,0,17,0,0,1,0,0,3,0,0
1355.26,0,12,0,0,3,0,0,2,0,0
2105.21,1,1,1,0,1,1,0,2,2,0
1563.94,0,4,1,0,3,0,0,3,0,0
1614.86,0,2,1,0,3,0,0,3,0,0
1815.01,0,16,0,0,5,0,0,3,0,0
2505.61,0,0,1,0,3,0,1,4,0,0
817.5,1,7,0,0,0,0,1,1,1,0
1715.13,0,22,0,0,3,0,1,0,0,0
490.32,0,20,0,0,0,1,0,3,0,0
8939.99,1,9,0,1,1,1,1,4,1,1
2740.55,0,11,0,0,1,2,0,3,0,0
2319.74,0,12,0,0,1,0,1,3,0,0
1331.78,1,19,0,0,3,2,0,1,3,0
2430.88,0,6,1,0,0,1,1,2,0,0
2078.37,0,12,0,0,1,1,0,1,0,0
1167.91,0,0,1,0,5,2,0,2,0,0
1760.76,0,15,0,0,0,0,1,0,0,0
2353.41,0,10,0,0,0,0,1,4,0,0
1060.5,0,7,0,0,3,2,0,1,0,0
3086.63,0,4,1,0,4,2,0,2,0,0
604.67,0,16,0,0,2,0,1,3,0,0
1432.59,0,21,0,0,3,1,0,3,0,0
1598.97,0,23,1,0,3,0,0,0,0,0
2362.7,0,12,0,0,4,1,0,1,0,0
1478.52,0,15,0,0,0,0,0,1,0,0
2465.94,1,5,1,0,2,0,0,2,3,0
2165.9,1,18,0,0,1,0,0,2,4,0
1793.31,1,6,1,0,3,0,0,4,1,0
1086.9,0,14,0,0,1,2,1,4,0,0
1994.65,0,23,1,0,0,1,1,2,0,0
1672.82,0,23,1,0,0,0,0,2,0,0
1575.47,0,16,0,0,4,0,0,1,0,0
566.52,1,4,1,0,0,1,0,1,2,0
2468.25,0,16,0,0,5,0,0,2,0,0
2115.28,1,2,1,0,4,1,1,2,2,0
759.26,0,9,0,0,5,0,0,3,0,0
329.11,1,15,0,0,0,0,0,0,3,0
699.99,0,7,0,0,0,1,1,3,0,0
1198.57,0,3,1,0,2,0,0,4,0,0
480.77,0,7,0,0,0,1,0,2,0,0
1902.3,1,16,0,0,5,0,0,3,3,0
1222.78,0,11,0,0,0,0,1,2,0,0
645.1,0,20,0,0,2,0,1,2,0,0
1626.27,1,3,1,0,0,0,0,0,1,0
1297.88,0,16,0,0,1,0,0,1,0,0
2425.75,0,10,0,0,3,1,0,3,0,0
10.0,1,19,0,0,5,0,0,3,1,0
1313.53,0,18,0,0,1,0,0,4,0,0
913.09,0,15,0,0,4,0,1,4,0,0
1938.7,0,12,0,0,0,1,1,4,0,0
2471.49,0,22,0,0,4,0,1,4,0,0
1063.92,1,13,0,0,5,0,0,3,4,0
610.49,0,11,0,0,4,1,1,2,0,0
1432.49,0,5,1,0,0,1,1,2,0,0
3322.25,1,0,1,0,4,0,0,2,4,0
1377.01,1,22,0,0,2,1,0,0,3,0
2558.74,0,2,1,0,1,0,1,4,0,0
1716.42,0,10,0,0,0,0,0,4,0,0
1921.39,1,8,0,0,3,0,0,1,2,0
2864.19,0,7,0,0,4,1,0,1,0,0
992.38,0,3,1,0,0,0,0,4,0,0
523.66,0,20,0,0,3,1,0,1,0,0
3096.29,0,18,0,0,1,0,0,1,0,0
1730.6,0,5,1,0,4,0,1,2,0,0
1028.42,1,7,0,0,1,1,0,2,1,0
1456.05,1,2,1,0,3,0,0,1,1,0
1740.22,0,23,1,0,0,0,0,0,0,0
1244.3,0,19,0,0,2,0,0,3,0,0
571.43,0,15,0,0,5,0,0,2,0,0
1257.39,0,23,1,0,4,2,0,1,0,0
586.13,0,5,1,0,0,0,0,2,0,0
1104.2,1,17,0,0,0,1,0,4,1,0
1352.62,0,16,0,0,3,0,0,4,0,0
5188.01,1,11,0,1,5,1,0,1,3,1
2658.17,1,17,0,0,0,0,0,2,1,0
910.98,0,0,1,0,3,0,1,4,0,0
1962.36,0,17,0,0,1,1,0,4,0,0
693.95,0,19,0,0,3,0,1,2,0,0
1718.63,0,14,0,0,0,0,1,1,0,0
2011.09,0,21,0,0,0,0,0,3,0,0
1703.13,0,5,1,0,1,0,0,2,0,0
857.16,0,1,1,0,0,1,0,1,0,0
2169.08,0,10,0,0,2,0,0,4,0,0
1713.86,0,12,0,0,3,1,0,0,0,0
3045.88,0,18,0,0,1,1,0,1,0,0
2031.51,0,14,0,0,0,0,0,4,0,0
1454.84,0,21,0,0,0,2,1,1,0,0
2607.19,0,20,0,0,0,0,0,3,0,0
1729.92,0,1,1,0,4,0,0,4,0,0
1196.06,1,12,0,0,2,1,0,0,3,0
1384.36,0,11,0,0,1,0,1,1,0,0
1839.61,1,1,1,0,3,1,0,1,2,0
343.77,1,9,0,0,1,0,0,0,1,0
722.38,0,12,0,0,3,0,0,2,0,0
1174.18,0,23,1,0,2,0,0,2,0,0
2458.74,0,17,0,0,0,0,1,1,0,0
2368.26,0,11,0,0,0,1,0,3,0,0
1431.11,0,1,1,0,0,2,0,2,0,0
2134.21,0,5,1,0,2,0,0,4,0,0
2366.43,0,22,0,0,5,1,0,1,0,0
905.82,0,18,0,0,2,0,0,0,0,0
916.72,0,22,0,0,1,0,0,3,0,0
949.79,0,12,0,0,0,0,0,0,0,0
681.5,0,20,0,0,1,1,0,0,0,0
1282.33,1,16,0,0,1,1,1,4,1,0
2415.7,0,9,0,0,2,1,0,4,0,0
1281.05,1,6,1,0,5,0,0,1,3,0
725.96,0,22,0,0,5,1,0,1,0,0
2493.24,1,6,1,0,4,0,0,3,3,0
10.0,0,19,0,0,0,0,1,1,0,0
2603.14,0,17,0,0,4,0,1,4,0,0
1438.43,0,5,1,0,0,1,0,0,0,0
1687.61,1,15,0,0,5,1,0,0,4,0
1192.66,0,15,0,0,0,0,0,4,0,0
2814.0,0,3,1,0,0,1,1,3,0,0
807.56,0,21,0,0,1,0,0,1,0,0
1068.45,0,21,0,0,3,0,1,1,0,0
690.29,1,17,0,0,0,0,0,2,3,0
1544.1,0,6,1,0,1,0,0,1,0,0
2046.34,1,9,0,0,2,0,0,0,1,0
918.79,0,8,0,0,5,0,0,3,0,0
1710.5,0,1,1,0,0,1,0,3,0,0
1240.15,0,23,1,0,3,1,1,3,0,0
1317.42,1,20,0,0,1,0,0,2,2,0
1161.09,1,23,1,0,0,1,0,1,3,0
2208.9,0,9,0,0,0,1,0,2,0,0
1541.75,0,15,0,0,2,1,1,2,0,0
300.29,1,21,0,0,1,0,0,4,4,0
1590.95,0,7,0,0,2,1,0,3,0,0
1900.3,1,19,0,0,2,2,0,0,3,0
2345.69,0,22,0,0,2,1,0,4,0,0
1658.99,0,4,1,0,5,1,0,2,0,0
2571.81,0,16,0,0,0,2,0,1,0,0
343.41,0,5,1,0,5,0,0,4,0,0
1593.95,0,1,1,0,1,1,1,2,0,0
2870.2,0,10,0,0,0,0,0,1,0,0
2139.93,0,0,1,0,0,1,0,2,0,0
2734.07,0,0,1,0,3,1,1,2,0,0
1467.71,1,21,0,0,5,0,0,2,3,0
2210.96,0,9,0,0,1,0,1,4,0,0
79.46,1,22,0,0,3,0,0,2,2,1
2816.37,0,10,0,0,0,2,0,4,0,0
2106.36,1,23,1,0,4,1,0,0,3,0
809.15,0,3,1,0,0,0,1,1,0,0
10.0,0,3,1,0,0,0,0,2,0,0
2817.62,1,19,0,0,0,0,0,2,4,0
1458.83,0,7,0,0,3,1,0,1,0,0
635.39,1,23,1,0,3,1,0,4,2,0
1335.95,0,23,1,0,4,0,0,0,0,0
1804.44,0,6,1,0,1,0,1,0,0,0
1216.09,1,19,0,0,0,2,1,0,4,0
1507.35,1,7,0,0,0,0,0,4,2,0
1342.2,0,17,0,0,3,1,0,0,0,0
2172.11,0,16,0,0,2,0,0,1,0,0
1495.21,1,23,1,0,0,0,0,4,4,0
1770.29,0,21,0,0,3,1,0,0,0,0
74.99,0,18,0,0,1,1,1,3,0,0
729.91,0,6,1,0,4,0,1,1,0,0
2923.42,0,16,0,0,3,0,0,1,0,0
1738.15,0,16,0,0,0,0,0,3,0,0
1549.7,0,14,0,0,3,0,0,4,0,0
939.14,0,0,1,0,1,0,0,4,0,0
2235.17,0,19,0,0,4,0,0,2,0,0
1832.33,0,13,0,0,3,0,1,1,0,0
1849.85,1,6,1,0,4,0,0,1,3,0
1263.47,1,2,1,0,2,1,1,0,2,0
1443.22,0,10,0,0,4,0,1,0,0,0
1253.82,0,16,0,0,1,0,0,2,0,0
1026.11,0,5,1,0,3,0,1,3,0,0
53.2,0,1,1,0,0,1,0,2,0,0
764.15,0,20,0,0,3,0,0,3,0,0
249.59,0,0,1,0,5,1,0,4,0,0
649.31,0,14,0,0,2,0,0,3,0,0
1238.09,1,7,0,0,4,1,1,2,2,0
2232.57,0,5,1,0,5,0,1,3,0,0
1783.62,0,0,1,0,0,1,0,1,0,0
1514.53,1,14,0,0,0,0,0,4,3,0
2021.75,0,4,1,0,3,0,1,3,0,0
1514.1,0,22,0,0,0,2,1,3,0,0
1822.5,1,5,1,0,0,0,1,2,1,0
1637.07,1,12,0,0,4,0,0,1,1,0
1101.64,0,19,0,0,3,1,1,1,0,0
1139.04,0,0,1,0,1,0,0,2,0,0
1074.42,0,17,0,0,0,1,0,4,0,0
560.54,0,10,0,0,2,0,0,4,0,0
2000.4,0,22,0,0,4,1,1,2,0,0
1127.94,0,19,0,0,0,0,0,3,0,0
5058.15,1,22,0,1,2,2,1,4,2,1
1154.74,0,9,0,0,1,1,0,2,0,0
193.18,0,23,1,0,3,0,0,3,0,0
2305.41,0,3,1,0,1,1,0,1,0,0
1500.33,1,17,0,0,4,0,0,3,3,0
921.19,0,6,1,0,3,1,0,1,0,0
1755.16,0,6,1,0,3,0,0,0,0,0
1899.13,0,13,0,0,4,1,0,2,0,0
410.3,0,23,1,0,0,0,0,3,0,0
1832.1,1,23,1,0,5,1,0,3,3,0
193.06,1,11,0,0,0,0,0,1,3,0
2800.72,1,23,1,0,3,1,0,3,1,0
1091.37,0,4,1,0,0,0,0,3,0,0
48.57,1,6,1,0,0,0,1,3,2,0
1515.03,1,20,0,0,5,0,1,2,3,0
610.18,0,20,0,0,1,0,1,2,0,0
2582.99,0,9,0,0,4,0,1,2,0,0
2541.44,1,13,0,0,3,0,0,0,1,0
696.31,1,11,0,0,1,0,1,3,2,0
2451.39,0,14,0,0,3,0,0,1,0,0
10.0,0,14,0,0,1,0,1,2,0,0
2000.08,1,18,0,0,2,0,1,0,4,0
10.0,0,12,0,0,5,0,0,4,0,0
2215.01,0,20,0,0,5,1,0,3,0,0
2915.81,1,9,0,0,5,1,1,4,4,0
